"","FeatureName","FeatureID","AvgRank"
"2966","cg19567866",4334,3183.2
"2967","cg01613965",412,3183.4
"2968","cg13898771",3206,3183.6
"2969","cg27430561",5858,3183.6
"2970","cg02178032",556,3183.8
"2971","cg16755026",3813,3183.8
"2972","cg13976154",3227,3184.4
"2973","cg22979996",4964,3184.6
"2974","cg00936435",231,3184.8
"2975","cg11671363",2710,3185.6
"2976","cg24048437",5180,3186
"2977","cg22821560",4937,3186.8
"2978","cg24665807",5311,3188
"2979","cg10120070",2388,3188.2
"2980","cg02368812",601,3188.6
"2981","cg20869257",4589,3189.2
"2982","cg00228017",56,3190
"2983","cg08732352",2094,3190.2
"2984","cg15043492",3452,3190.4
"2985","cg04155450",1075,3191
"2986","cg21027035",4618,3191
"2987","cg18943331",4237,3191.4
"2988","cg03340356",866,3192.2
"2989","cg27416489",5854,3192.2
"2990","cg21291881",4673,3192.8
"2991","cg17696091",3989,3193.2
"2992","cg14511923",3353,3193.6
"2993","cg08430222",2023,3194.4
"2994","cg12825252",2971,3194.4
"2995","cg14237223",3292,3194.6
"2996","cg04544498",1158,3195.4
"2997","cg17835369",4024,3195.4
"2998","cg16078269",3646,3197
"2999","cg17778867",4009,3197
"3000","cg25942572",5554,3197.2
"3001","cg11986980",2777,3197.4
"3002","cg24678319",5317,3197.6
"3003","cg11900120",2763,3198.4
"3004","cg04329460",1116,3198.6
"3005","cg24682986",5321,3199.2
"3006","cg13584678",3128,3199.8
"3007","cg25667028",5507,3199.8
"3008","cg06532856",1591,3201
"3009","cg26091304",5581,3201
"3010","cg13856652",3193,3201.8
"3011","cg15205547",3490,3202
"3012","cg00711496",173,3202.8
"3013","cg09799350",2309,3202.8
"3014","cg01454519",375,3204.2
"3015","cg00032686",7,3205
"3016","cg19234439",4275,3205.2
"3017","cg04005555",1043,3206.4
"3018","cg08251685",1986,3206.6
"3019","cg16165943",3667,3207
"3020","cg08209549",1973,3207.4
"3021","cg25373595",5461,3207.8
"3022","cg12245236",2834,3208
"3023","cg27272363",5823,3208.2
"3024","cg20015412",4430,3208.4
"3025","cg25369248",5457,3208.8
"3026","cg09482780",2247,3209
"3027","cg21281007",4671,3209.8
"3028","cg07801332",1882,3210.2
"3029","cg26435149",5657,3210.2
"3030","cg25443545",5472,3210.4
"3031","cg08623636",2070,3211.6
"3032","cg23243857",5023,3212.2
"3033","cg25287541",5441,3212.4
"3034","cg03455716",892,3214.4
"3035","cg05935904",1488,3215
"3036","cg23053506",4977,3215
"3037","cg25742458",5526,3216.2
"3038","cg05675362",1435,3216.4
"3039","cg20380755",4489,3216.4
"3040","cg00121876",23,3216.8
"3041","cg05928257",1486,3217
"3042","cg14395444",3330,3217
"3043","cg08916461",2127,3217.2
"3044","cg16581347",3762,3217.2
"3045","cg10521023",2476,3217.4
"3046","cg23310253",5038,3217.6
"3047","cg21244990",4663,3218.8
"3048","cg21507299",4707,3219
"3049","cg09861971",2323,3219.8
"3050","cg05018023",1275,3220
"3051","cg12629925",2936,3220.2
"3052","cg11229946",2621,3221.8
"3053","cg04060888",1063,3222.4
"3054","cg12893373",2984,3223.8
"3055","cg26763945",5720,3223.8
"3056","cg17171539",3892,3224.4
"3057","cg01610113",410,3225.8
"3058","cg01876492",479,3226
"3059","cg07499553",1823,3229
"3060","cg16981685",3846,3229.2
"3061","cg16705097",3801,3229.4
"3062","cg04078728",1067,3229.8
"3063","cg10324585",2438,3230
"3064","cg08124446",1946,3230.4
"3065","cg13297560",3062,3230.6
"3066","cg12400861",2870,3231
"3067","cg11050103",2579,3231.6
"3068","cg26708123",5709,3231.6
"3069","cg03401477",878,3232
"3070","cg08876441",2118,3232
"3071","cg08539737",2047,3232.2
"3072","cg01089425",269,3232.6
"3073","cg09278789",2204,3233.2
"3074","cg18199208",4093,3234
"3075","cg06373526",1564,3234.6
"3076","cg04444399",1137,3234.8
"3077","cg25998512",5565,3235.6
"3078","cg06772007",1642,3236.2
"3079","cg11629919",2701,3236.6
"3080","cg26377557",5644,3237
"3081","cg03646356",940,3237.4
"3082","cg27198338",5807,3237.4
"3083","cg21468929",4700,3238.2
"3084","cg16765600",3815,3238.6
"3085","cg23662487",5097,3239
"3086","cg23808916",5127,3239.4
"3087","cg17400113",3935,3240
"3088","cg25122536",5408,3240
"3089","cg04276551",1108,3240.4
"3090","cg12851789",2976,3240.4
"3091","cg24864663",5362,3241
"3092","cg10386431",2445,3242.8
"3093","cg16356045",3713,3243
"3094","cg04330126",1117,3244.2
"3095","cg11023075",2574,3244.4
"3096","cg27084736",5788,3244.4
"3097","cg26317111",5629,3244.6
"3098","cg25879360",5543,3246.6
"3099","cg08725455",2091,3246.8
"3100","cg24413369",5260,3247.2
"3101","cg05976623",1501,3247.4
"3102","cg08121317",1944,3247.8
"3103","cg01545964",395,3248.2
"3104","cg23280999",5029,3248.2
"3105","cg11415491",2657,3248.4
"3106","cg21904074",4759,3248.4
"3107","cg23760687",5120,3248.6
"3108","cg01205058",302,3249.4
"3109","cg07602492",1845,3249.4
"3110","cg17216092",3903,3250
"3111","cg11214259",2618,3251.4
"3112","cg05772663",1455,3251.6
"3113","cg10402995",2452,3251.8
"3114","cg14098780",3260,3251.8
"3115","cg13741263",3168,3252
"3116","cg06781853",1647,3253
"3117","cg05501407",1395,3253.2
"3118","cg14902204",3431,3253.2
"3119","cg26584771",5686,3253.2
"3120","cg20444381",4504,3253.8
"3121","cg06469714",1583,3254
"3122","cg21953355",4773,3254.8
"3123","cg08445957",2031,3256
"3124","cg01145396",293,3256.6
"3125","cg19793807",4383,3257
"3126","cg02398319",616,3257.6
"3127","cg05293365",1343,3259
"3128","cg05557233",1411,3259.4
"3129","cg10001848",2360,3259.8
"3130","cg17514495",3964,3260.4
"3131","cg08896042",2120,3260.6
"3132","cg12154103",2815,3260.6
"3133","cg20951266",4603,3262
"3134","cg10503635",2471,3262.4
"3135","cg00408764",101,3262.6
"3136","cg09054088",2146,3262.6
"3137","cg08365982",2009,3263
"3138","cg19371121",4307,3263
"3139","cg01404374",361,3263.2
"3140","cg24826270",5350,3264
"3141","cg03795245",988,3265.2
"3142","cg23464284",5062,3265.4
"3143","cg21249659",4666,3266
"3144","cg23718917",5108,3267
"3145","cg26226608",5607,3267
"3146","cg20839149",4582,3267.2
"3147","cg26583344",5685,3267.8
"3148","cg07508299",1828,3268
"3149","cg14632586",3387,3268.8
"3150","cg26100099",5583,3268.8
"3151","cg23101564",4984,3269
"3152","cg12492027",2900,3269.2
"3153","cg01758548",446,3269.4
"3154","cg19234412",4274,3269.4
"3155","cg09314135",2213,3269.8
"3156","cg22545121",4897,3269.8
"3157","cg19656847",4357,3270
"3158","cg03044435",804,3270.6
"3159","ch.16.50203954R",5911,3270.6
"3160","cg02380585",606,3271.6
"3161","cg14292424",3303,3272.6
"3162","cg18301717",4109,3273.8
"3163","cg07660381",1858,3274.2
"3164","cg26810966",5732,3274.8
"3165","cg15241084",3494,3275.2
"3166","cg01324474",337,3276
"3167","cg24740632",5339,3276
"3168","cg06772580",1643,3278.4
"3169","cg17400559",3936,3278.4
"3170","cg20852235",4584,3279.2
"3171","cg05732832",1443,3280.4
"3172","cg08083251",1938,3280.4
"3173","cg19958511",4420,3280.6
"3174","cg08173915",1961,3281
"3175","cg26991025",5770,3281.4
"3176","cg26795012",5726,3282.2
"3177","cg10950297",2564,3282.8
"3178","cg25687807",5512,3283
"3179","cg10699312",2510,3283.2
"3180","cg06132727",1527,3283.4
"3181","cg16021939",3632,3283.4
"3182","cg19968179",4422,3283.4
"3183","cg07973464",1918,3283.6
"3184","cg17036164",3856,3283.6
"3185","cg04162032",1077,3284
"3186","cg00270141",64,3286
"3187","cg05417788",1374,3286.4
"3188","cg14217248",3285,3287
"3189","cg19732480",4374,3287.4
"3190","cg10526817",2479,3288.2
"3191","cg20641450",4541,3289
"3192","cg17102407",3878,3289.4
"3193","cg01168833",295,3290
"3194","cg19040385",4249,3290.2
"3195","cg12051260",2788,3290.4
"3196","cg19944840",4415,3290.6
"3197","cg00510598",127,3291.2
"3198","cg01943983",501,3291.2
"3199","cg04026763",1053,3291.6
"3200","cg09222505",2190,3291.8
"3201","cg16348358",3711,3291.8
"3202","cg05203405",1318,3292.6
"3203","cg01377124",350,3293.2
"3204","cg24377179",5250,3293.2
"3205","cg01365639",349,3293.8
"3206","cg11166303",2606,3294
"3207","cg03411865",882,3296
"3208","cg21592521",4717,3296.8
"3209","cg07682434",1864,3297.6
"3210","cg05767720",1453,3298.4
"3211","cg10791959",2524,3298.4
"3212","cg08215366",1975,3299
"3213","cg11858928",2755,3299.4
"3214","cg23812680",5128,3299.4
"3215","cg14860857",3424,3300.2
"3216","cg09413176",2229,3301.8
"3217","cg11208322",2616,3302.2
"3218","cg02864126",740,3302.4
"3219","cg24619618",5301,3303
"3220","cg24476826",5268,3303.4
"3221","cg04821026",1223,3303.8
"3222","cg08002427",1923,3303.8
"3223","cg23699463",5101,3303.8
"3224","cg04409427",1129,3305.2
"3225","cg20011248",4429,3305.6
"3226","cg26563313",5681,3306
"3227","cg16275678",3697,3307.4
"3228","cg14324694",3313,3307.8
"3229","cg03147324",825,3308
"3230","cg17615115",3977,3308.6
"3231","cg14073818",3251,3309
"3232","cg03224792",839,3309.2
"3233","cg18438461",4136,3309.8
"3234","cg26647265",5696,3309.8
"3235","cg00740465",184,3310.2
"3236","cg26425766",5652,3310.2
"3237","cg16529007",3751,3311.2
"3238","cg23732978",5111,3311.6
"3239","cg03694433",955,3311.8
"3240","cg15036477",3450,3313
"3241","cg04697262",1191,3313.4
"3242","cg27278300",5825,3314
"3243","cg13285593",3061,3314.8
"3244","cg16582986",3763,3314.8
"3245","cg24140037",5200,3314.8
"3246","cg05888181",1478,3315.2
"3247","cg06736139",1631,3315.2
"3248","cg26730024",5716,3315.2
"3249","cg27523644",5876,3315.2
"3250","cg11697812",2717,3315.4
"3251","cg03338933",864,3316.2
"3252","cg07296597",1772,3316.4
"3253","cg23618632",5092,3317
"3254","cg08905652",2124,3318.4
"3255","cg17582545",3974,3318.6
"3256","cg18325192",4113,3318.8
"3257","cg18400281",4130,3319.6
"3258","cg21099332",4632,3320.4
"3259","cg19380578",4310,3321
"3260","cg01337825",341,3321.2
"3261","cg10878444",2545,3321.6
"3262","cg15224459",3491,3321.6
"3263","cg00499822",123,3323
"3264","cg01635346",416,3323.2
"3265","cg09287295",2207,3323.6
"3266","cg00376480",91,3324.6
"3267","cg16370491",3716,3324.8
"3268","cg17311063",3922,3325
"3269","cg14883980",3428,3326.4
"3270","cg11612266",2696,3326.8
"3271","cg23565983",5083,3326.8
"3272","cg04630321",1178,3327.8
"3273","cg26375284",5643,3328
"3274","cg16594581",3769,3328.4
"3275","cg10659447",2504,3328.8
"3276","cg14964387",3443,3328.8
"3277","cg13728060",3162,3329.2
"3278","cg01715818",436,3330.2
"3279","cg26779716",5721,3331.2
"3280","cg08578393",2058,3331.6
"3281","cg04491396",1155,3332.2
"3282","cg10830279",2533,3332.6
"3283","cg16542601",3755,3332.8
"3284","cg00134728",28,3333
"3285","cg01760103",448,3333.2
"3286","cg04396850",1125,3333.8
"3287","cg05673968",1434,3334.2
"3288","cg03754989",975,3335
"3289","cg17484472",3954,3335
"3290","cg04476849",1152,3335.8
"3291","cg14224753",3288,3336.2
"3292","cg23815900",5130,3336.2
"3293","cg10562791",2489,3336.6
"3294","cg06016911",1509,3336.8
"3295","cg08158233",1956,3337.4
"3296","cg11808699",2744,3337.4
"3297","cg12571629",2920,3337.4
"3298","cg16177737",3672,3337.8
"3299","cg18070458",4073,3337.8
"3300","cg15941014",3614,3338.4
"3301","cg00299257",72,3339.4
"3302","cg04561120",1161,3339.4
"3303","cg05228564",1325,3339.4
"3304","cg05133398",1299,3341
"3305","cg02061967",530,3341.4
"3306","cg25500795",5481,3341.8
"3307","cg24123780",5195,3343
"3308","cg13077784",3013,3344.2
"3309","cg20817483",4578,3345
"3310","cg01973394",514,3345.6
"3311","cg03783258",985,3346
"3312","cg18354203",4121,3346.4
"3313","cg18589102",4163,3346.8
"3314","cg03965496",1030,3347
"3315","cg05080651",1285,3347
"3316","cg10270238",2423,3348.6
"3317","cg05256481",1336,3349.2
"3318","cg11454095",2666,3349.2
"3319","cg16291589",3698,3350.4
"3320","cg17885794",4035,3350.8
"3321","cg18712566",4187,3350.8
"3322","cg12957814",2993,3351.2
"3323","cg07034497",1702,3351.4
"3324","cg04941246",1258,3352.2
"3325","cg07697082",1866,3352.8
"3326","cg26022242",5568,3353
"3327","cg07175255",1740,3353.4
"3328","cg18048071",4070,3354
"3329","cg03402698",879,3354.8
"3330","cg25978011",5561,3354.8
"3331","cg06705017",1627,3355.2
"3332","cg09801491",2310,3356
"3333","cg03685886",949,3356.4
"3334","cg01106881",278,3356.6
"3335","cg04642759",1181,3356.6
"3336","cg08644340",2077,3356.8
"3337","cg01440070",372,3357.4
"3338","cg26277787",5623,3357.8
"3339","cg01310605",333,3358
"3340","cg12630461",2937,3360
"3341","cg08550882",2052,3360.6
"3342","cg20823026",4579,3361
"3343","cg11372696",2648,3362.8
"3344","cg13147301",3033,3363
"3345","cg02364276",599,3363.2
"3346","cg00983440",243,3364
"3347","cg02592586",661,3364.2
"3348","cg23705938",5102,3364.4
"3349","cg06399109",1566,3365.6
"3350","cg15857889",3603,3366
"3351","cg01518025",388,3366.4
"3352","cg17700835",3990,3367.6
"3353","cg04212651",1092,3368
"3354","cg09474336",2243,3368
"3355","cg20140394",4456,3369.8
"3356","cg27207932",5808,3370
"3357","cg00758374",188,3370.4
"3358","cg25468212",5476,3370.4
"3359","cg23238231",5020,3371.8
"3360","cg10255237",2417,3372
"3361","cg13966575",3219,3372.2
"3362","cg14440297",3337,3372.6
"3363","cg15089742",3467,3373.4
"3364","cg24185817",5214,3373.4
"3365","ch.1.933676F",5903,3373.6
"3366","cg11573608",2688,3374
"3367","cg26918935",5756,3374.2
"3368","cg00370293",87,3374.6
"3369","cg22284860",4845,3374.8
"3370","cg01790269",458,3375.6
"3371","cg14067450",3250,3375.6
"3372","cg06419236",1573,3376.2
"3373","cg13904520",3210,3377.2
"3374","cg15442268",3535,3377.4
"3375","cg21038461",4621,3377.6
"3376","cg25919797",5549,3378.4
"3377","cg12428160",2879,3379.4
"3378","cg23202949",5004,3379.8
"3379","cg23940023",5155,3380.4
"3380","cg25809502",5537,3380.4
"3381","cg05737004",1445,3381.2
"3382","cg21399385",4688,3381.2
"3383","cg23709838",5104,3381.6
"3384","cg13657095",3145,3383
"3385","cg18101764",4081,3384
"3386","cg11148096",2604,3384.2
"3387","cg25353171",5453,3385
"3388","cg13648157",3142,3385.2
"3389","cg11567970",2686,3385.4
"3390","cg02574033",657,3385.6
"3391","cg25184805",5418,3387
"3392","cg18552983",4154,3387.2
"3393","cg19196326",4270,3387.2
"3394","cg02567751",654,3388
"3395","cg02957469",770,3388.6
"3396","cg02233493",572,3389
"3397","cg27055846",5782,3389.8
"3398","cg12807237",2967,3390.2
"3399","cg09754549",2297,3391
"3400","cg01954388",505,3391.2
"3401","cg11264098",2627,3391.4
"3402","cg00645049",163,3391.6
"3403","cg04452731",1141,3392.4
"3404","cg17332422",3925,3392.6
"3405","cg24302133",5238,3393
"3406","cg17585066",3975,3393.2
"3407","cg01535619",392,3393.8
"3408","cg23018689",4970,3394.2
"3409","cg14061423",3247,3394.4
"3410","cg27539482",5881,3394.6
"3411","cg17970936",4055,3394.8
"3412","cg01257202",315,3395.6
"3413","cg02909793",756,3396
"3414","cg22022927",4788,3396.4
"3415","cg22146357",4812,3396.8
"3416","cg01950524",503,3397
"3417","cg00240113",58,3397.6
"3418","cg09978583",2354,3398
"3419","cg01104924",276,3398.4
"3420","cg10899660",2551,3399.2
"3421","cg16236143",3688,3399.2
"3422","cg18224468",4098,3399.2
"3423","cg11127704",2598,3399.4
"3424","cg11167637",2608,3400.8
"3425","cg06643567",1616,3401.6
"3426","cg11450001",2665,3401.8
"3427","cg26797529",5728,3402.2
"3428","cg13665021",3149,3402.4
"3429","cg14564144",3368,3402.6
"3430","cg07564793",1839,3403.8
"3431","cg17821835",4019,3403.8
"3432","cg14347819",3317,3404.2
"3433","cg06700353",1624,3405.4
"3434","cg25833587",5539,3405.6
"3435","cg26102517",5584,3405.6
"3436","cg11313411",2633,3406.6
"3437","cg18261434",4103,3406.6
"3438","cg20206173",4465,3406.6
"3439","cg04890137",1246,3407.2
"3440","cg17546721",3971,3407.4
"3441","cg02822257",723,3408
"3442","cg06013494",1508,3408
"3443","cg13677859",3153,3408
"3444","cg27579711",5889,3408
"3445","cg17508591",3962,3408.2
"3446","cg15654779",3572,3408.8
"3447","cg20985847",4613,3409.4
"3448","cg26174752",5597,3409.8
"3449","cg11567627",2685,3410.6
"3450","cg14957671",3441,3410.6
"3451","cg02558543",650,3411.8
"3452","cg16541075",3754,3411.8
"3453","cg25739938",5525,3412.2
"3454","cg16306900",3699,3413.4
"3455","cg14952312",3440,3413.8
"3456","cg17186073",3898,3414
"3457","cg14841222",3420,3414.8
"3458","cg04048705",1057,3415
"3459","cg11954355",2775,3416.2
"3460","cg14312578",3311,3416.4
"3461","cg27303421",5832,3416.6
"3462","cg18512336",4144,3416.8
"3463","cg05304461",1344,3417
"3464","cg14284289",3301,3418.2
"3465","cg16953006",3840,3418.2
"3466","cg23212799",5008,3418.2
"3467","cg01257780",316,3418.8
"3468","cg04225775",1097,3418.8
"3469","cg00632783",160,3419.2
"3470","cg20643897",4542,3420.6
"3471","cg08427782",2021,3421
"3472","cg05861291",1469,3421.4
"3473","cg06528092",1590,3421.4
"3474","cg08385211",2014,3421.4
"3475","cg08559317",2053,3421.6
"3476","cg23219570",5011,3421.6
"3477","cg22229828",4830,3422.4
"3478","cg26095395",5582,3423.2
"3479","cg10016256",2364,3423.4
"3480","cg06443114",1577,3425.2
"3481","cg02390278",612,3425.4
"3482","cg08620112",2068,3425.6
"3483","cg26841967",5742,3426
"3484","cg17900593",4038,3426.2
"3485","cg00945789",233,3426.4
"3486","cg06885782",1672,3426.6
"3487","cg15428904",3533,3427
"3488","cg07874334",1895,3427.4
"3489","cg13885156",3203,3427.6
"3490","cg23319696",5041,3428.4
"3491","cg13054070",3010,3428.8
"3492","cg19615711",4345,3429.6
"3493","cg07135408",1728,3429.8
"3494","cg12473849",2893,3430
"3495","cg05471009",1384,3430.2
"3496","cg14589911",3373,3430.2
"3497","cg20962532",4605,3430.2
"3498","cg06271067",1545,3430.6
"3499","cg15475971",3545,3431
"3500","cg21854759",4750,3431.2
"3501","cg14451979",3339,3431.8
"3502","cg15680603",3575,3432
"3503","cg00267078",63,3432.2
"3504","cg00626312",159,3433.2
"3505","cg00726147",176,3434
"3506","cg20612128",4534,3434
"3507","cg07811212",1884,3434.2
"3508","cg02022380",521,3434.6
"3509","cg11401986",2656,3434.8
"3510","cg23505303",5073,3435
"3511","cg05475010",1386,3435.2
"3512","cg06551595",1597,3435.6
"3513","cg17661220",3985,3435.8
"3514","cg03679715",947,3436
"3515","cg13969072",3221,3436.2
"3516","cg11604728",2692,3436.8
"3517","cg25347728",5451,3436.8
"3518","cg27468941",5867,3436.8
"3519","cg13455509",3097,3437
"3520","cg00277397",67,3437.8
"3521","cg24285721",5234,3438.2
"3522","cg06399807",1567,3439.2
"3523","cg17161421",3888,3439.2
"3524","cg24250363",5227,3439.4
"3525","cg26163101",5594,3439.6
"3526","cg06867612",1667,3440.4
"3527","cg27611810",5891,3440.8
"3528","cg26237168",5613,3441.6
"3529","cg12299554",2847,3442
"3530","cg01737304",441,3445
"3531","cg22200118",4823,3445
"3532","cg12145680",2813,3445.4
"3533","cg08130682",1948,3445.6
"3534","cg02708704",695,3446
"3535","cg24290320",5235,3446.2
"3536","cg21203097",4652,3446.4
"3537","cg05847755",1467,3446.6
"3538","cg00980674",242,3447.2
"3539","cg08242633",1982,3447.2
"3540","cg19053454",4253,3448
"3541","cg02867696",741,3448.8
"3542","cg09078081",2152,3449.6
"3543","cg25114183",5405,3449.6
"3544","cg19861288",4399,3450.4
"3545","cg23286756",5033,3451.2
"3546","cg08512940",2045,3451.4
"3547","cg22103164",4799,3451.6
"3548","cg05866214",1471,3452
"3549","cg14183136",3279,3452
"3550","cg02838072",732,3452.4
"3551","cg04792352",1216,3453
"3552","cg03574571",922,3453.2
"3553","cg21136136",4637,3453.6
"3554","cg05790658",1461,3454
"3555","cg25627263",5504,3454.2
"3556","cg13609385",3134,3454.6
"3557","cg20738719",4561,3454.8
"3558","cg08490529",2040,3455
"3559","cg07164125",1737,3456
"3560","cg12528981",2909,3456
"3561","cg14371636",3322,3456.8
"3562","cg27023822",5774,3456.8
"3563","cg07005353",1698,3457
"3564","cg17326173",3924,3457.2
"3565","cg24554572",5288,3457.2
"3566","cg00948878",236,3458.4
"3567","cg15551144",3555,3458.4
"3568","cg04030659",1055,3458.6
"3569","cg26371172",5642,3459
"3570","cg01993818",516,3459.4
"3571","cg11623436",2698,3459.6
"3572","cg13424529",3087,3459.6
"3573","cg20440595",4503,3460.2
"3574","cg09020384",2144,3460.4
"3575","cg05034124",1279,3460.6
"3576","cg05215481",1319,3460.8
"3577","cg12803433",2964,3461.4
"3578","cg02327997",592,3462.6
"3579","cg11201844",2614,3463
"3580","cg19541976",4331,3463.4
"3581","cg23790567",5124,3463.4
"3582","cg03355526",870,3463.8
"3583","cg06360784",1561,3464
"3584","cg20883310",4594,3465
"3585","cg04118102",1071,3465.4
"3586","cg05484394",1389,3465.4
"3587","cg11315900",2635,3466.6
"3588","cg12686478",2948,3466.6
"3589","cg24832594",5352,3466.8
"3590","cg08425678",2020,3467
"3591","cg24187345",5216,3467.2
"3592","cg25296477",5443,3467.4
"3593","cg03166514",828,3467.6
"3594","cg25804280",5535,3467.6
"3595","cg14145674",3268,3468.6
"3596","cg19866866",4401,3468.6
"3597","cg06755871",1638,3468.8
"3598","cg04702079",1193,3470
"3599","cg17707823",3992,3470
"3600","cg18539325",4149,3470
"3601","cg01882052",484,3470.4
"3602","cg12821804",2969,3471
"3603","cg15448372",3537,3472
"3604","cg06921605",1683,3472.4
"3605","ch.6.93211F",5924,3472.6
"3606","cg16423425",3729,3472.8
"3607","cg04905877",1250,3473.2
"3608","cg06832898",1655,3473.8
"3609","cg16663142",3784,3474.2
"3610","cg02954623",768,3475
"3611","cg23686029",5098,3475
"3612","cg18642576",4176,3475.2
"3613","cg12280798",2840,3475.8
"3614","cg18407141",4132,3475.8
"3615","cg22891674",4951,3476.2
"3616","cg00872062",220,3477.2
"3617","cg13715254",3158,3477.6
"3618","cg05973337",1499,3477.8
"3619","cg05600935",1419,3478.2
"3620","cg04856285",1235,3478.4
"3621","cg15286016",3503,3478.4
"3622","cg19637159",4351,3478.4
"3623","cg11744817",2732,3478.6
"3624","cg10585371",2494,3479
"3625","cg13736939",3165,3479
"3626","cg24730564",5333,3479.6
"3627","cg24737408",5338,3480.4
"3628","cg00436209",107,3482
"3629","cg12284142",2842,3482
"3630","cg00207226",52,3482.4
"3631","cg19650157",4354,3482.8
"3632","cg24844717",5356,3483.2
"3633","cg18884869",4226,3483.4
"3634","cg23617947",5091,3483.6
"3635","cg01906733",490,3483.8
"3636","cg00330857",82,3484.8
"3637","cg10461852",2465,3484.8
"3638","cg24734418",5334,3485
"3639","cg01289637",330,3485.2
"3640","cg05234568",1328,3485.4
"3641","cg06576512",1603,3485.4
"3642","cg18853490",4216,3485.4
"3643","cg25546405",5487,3485.4
"3644","cg21597487",4718,3485.8
"3645","cg12777588",2960,3486.6
"3646","cg27360282",5844,3487.4
"3647","cg24090192",5189,3487.6
"3648","cg06779232",1645,3487.8
"3649","cg14139905",3266,3487.8
"3650","cg21045915",4624,3490.4
"3651","cg17004893",3853,3490.6
"3652","cg09772792",2302,3490.8
"3653","cg01704698",432,3491.2
"3654","cg09123158",2162,3491.2
"3655","cg12359739",2860,3491.4
"3656","cg16053281",3642,3491.8
"3657","cg01061714",261,3492
"3658","cg06313881",1551,3492
"3659","cg12738164",2957,3492.8
"3660","cg24845246",5357,3492.8
"3661","cg24610044",5297,3493.4
"3662","cg15603885",3562,3494
"3663","cg02540338",647,3494.2
"3664","cg10324701",2439,3495
"3665","cg19251291",4278,3495.6
"3666","cg03105159",819,3495.8
"3667","cg00621197",156,3496
"3668","cg20250274",4472,3496
"3669","cg05048976",1281,3496.4
"3670","cg10277956",2427,3497.2
"3671","cg08282540",1992,3497.4
"3672","cg08509063",2043,3497.8
"3673","cg00636427",162,3498
"3674","cg02540304",646,3498
"3675","cg02154269",551,3498.8
"3676","cg12194828",2826,3499.4
"3677","cg01861042",477,3500.4
"3678","cg03448202",891,3500.8
"3679","cg09834142",2314,3500.8
"3680","cg03947199",1028,3501
"3681","cg02997983",785,3501.2
"3682","cg15994546",3625,3501.2
"3683","cg23216724",5010,3501.4
"3684","cg24490529",5271,3502.2
"3685","cg11628355",2700,3503
"3686","cg19698403",4369,3503
"3687","cg20020000",4433,3504.6
"3688","cg01713348",435,3505.2
"3689","cg12723829",2953,3505.2
"3690","cg01495379",381,3505.6
"3691","cg20608075",4533,3505.8
"3692","cg18096956",4080,3506.8
"3693","cg19436502",4321,3506.8
"3694","cg03298167",854,3508.2
"3695","cg26651290",5697,3508.2
"3696","cg25721040",5523,3508.4
"3697","cg14194263",3281,3508.6
"3698","cg10090836",2377,3508.8
"3699","cg17759806",4006,3509.2
"3700","cg24587185",5294,3510
"3701","cg03868278",1006,3510.8
"3702","cg03657837",942,3511
"3703","cg05161602",1308,3512
"3704","cg11942503",2771,3512
"3705","cg18031596",4067,3512
"3706","cg27360210",5843,3512.2
"3707","cg05453358",1379,3512.4
"3708","cg18082788",4078,3512.4
"3709","cg25568337",5492,3512.8
"3710","cg08490094",2039,3513.2
"3711","cg17953646",4047,3514.2
"3712","cg03707308",962,3514.8
"3713","cg24573898",5293,3515
"3714","cg10133825",2395,3515.2
"3715","cg02254581",579,3515.4
"3716","cg16363708",3714,3515.4
"3717","cg21474842",4701,3515.4
"3718","cg18605377",4168,3515.6
"3719","cg15452747",3538,3515.8
"3720","cg10441401",2461,3516
"3721","cg00127150",25,3516.4
"3722","cg10036091",2367,3516.6
"3723","cg10375870",2443,3516.8
"3724","cg24156716",5206,3516.8
"3725","cg16783668",3820,3517
"3726","cg15050473",3455,3517.4
"3727","cg00109776",18,3517.6
"3728","cg14650167",3392,3517.6
"3729","cg16503797",3742,3517.8
"3730","cg24679082",5318,3517.8
"3731","cg13506038",3109,3518.6
"3732","cg03331400",861,3519.2
"3733","cg15964132",3620,3519.4
"3734","cg04279411",1109,3521.2
"3735","cg02032982",524,3522.6
"3736","cg06893139",1675,3522.6
"3737","cg09795137",2306,3522.6
"3738","cg02570115",655,3522.8
"3739","cg03759454",977,3523.2
"3740","cg17921295",4045,3523.6
"3741","cg27517502",5875,3523.8
"3742","cg24679615",5319,3524
"3743","cg24734735",5335,3524
"3744","cg13308063",3064,3525
"3745","cg25998175",5564,3525.8
"3746","cg09826364",2313,3526.2
"3747","cg01536956",393,3527.4
"3748","cg04451880",1140,3528
"3749","cg25995420",5563,3529.4
"3750","cg24691854",5325,3529.8
"3751","cg02112649",538,3530.2
"3752","cg22778120",4930,3530.4
"3753","cg16786721",3821,3530.8
"3754","cg13520651",3110,3531
"3755","cg24550433",5287,3531
"3756","cg06242599",1542,3531.2
"3757","cg20454179",4507,3531.2
"3758","cg16120796",3659,3531.4
"3759","cg20663980",4547,3531.8
"3760","cg07874445",1896,3532
"3761","cg09990582",2356,3532.4
"3762","cg23151295",4994,3533
"3763","cg20700952",4554,3533.6
"3764","cg04435420",1133,3533.8
"3765","cg09986353",2355,3533.8
"3766","cg24197303",5219,3533.8
"3767","cg26986871",5768,3533.8
"3768","cg00838040",206,3534.2
